x,y,dist,quadrant,angle
1.5224805857170065,0.6373781701549888,1.6505144851455624,I,22.7163565609086
-0.9247842729374788,-0.8167295670136809,1.2338043350170462,III,221.4495532304451
-0.42324598920827367,0.6858570072799921,0.805938584394591,II,121.67895503681817
-0.05796139359091253,-0.011992617044597864,0.05918907002630684,III,191.6899422766244
-0.42303852645407836,0.9897365374490619,1.076354963952922,II,113.14309348845748
0.3636056633993066,-0.8836121023632586,0.9554995687591218,IV,292.36712626749545
0.6088557731579443,-0.7829141383990645,0.9917962999592748,IV,307.87145208195545
-0.757357972033788,-0.6739621753804386,1.0138126610210907,III,221.6654342677835
-0.6238807573652326,0.6279562152922153,0.8851871032356602,II,134.81346954999685
-0.896359099757629,-0.5160211697220802,1.0342811432679466,III,209.92842144002546
1.705341410713414,0.014925746247172356,1.7054067271460647,I,0.5014599569240094
-2.267867128085106,0.5671185399405658,2.337700739828198,II,165.96014808273367
-2.0707121475747328,0.5664157052524388,2.1467826041008857,II,164.70172570768747
-1.2407179149327878,-0.6871483093127608,1.4182925450789587,III,208.97905264782028
1.3591501584742536,-0.5843029036186635,1.4794252385496842,IV,336.73697962839674
-1.233789828234222,-0.6201974586583674,1.3808990650951025,III,206.68761285701856
-0.4810491698551161,-0.3818412101827562,0.6141750675598352,III,218.44140484389592
0.20505050868444583,0.6488695652224123,0.6804979234234829,I,72.46284354929875
3.9360747547306676e-4,-0.07773252250626683,0.0777335190380059,IV,270.2901212215818
-1.3816143446339424,0.8052214551717043,1.5991372014830734,II,149.765853360672
-1.4300899632108555,0.6095385868102312,1.5545721571181697,II,156.91513603736038
-0.5495928856764026,0.9446732997894287,1.092913529663332,II,120.1900272071328
-0.7534256875840557,0.01075006928294897,0.75350237604210335,II,179.18254471973262
-1.1412413032855444,0.9747626818716526,1.5008644170259033,II,139.4985332617216
0.6124693684629867,-0.22817277070134878,0.6535912641666656,IV,339.5673431779265
-0.12430733536584221,0.04134384263306856,0.13100239291487734,II,161.60319721665627
-0.31807216515513814,-0.1407403266057372,0.3478185472046697,III,203.86839486715706
0.03575751759808717,0.264825448859483,0.2672285883441443,I,82.31025992695668
0.04937543072754474,-0.4637875915504992,0.46640847251710943,IV,276.07689372986164
-1.4220793828172231,0.7539650732651353,1.609587867355341,II,152.06813835784288
-1.507168200436514,0.639428227674216,1.6372001840806238,II,157.01052492319454
0.3626194116148623,0.23471045726910233,0.4319511968167006,I,32.91352477655307
-0.4365602935505034,-0.8050735141150653,0.9158210813442121,III,241.53073200641444
-0.8291808127073985,-0.8529028450138867,1.1895310349860082,III,225.80797541159964
-1.4712432773970208,-0.17440296011045575,1.481544185564918,III,186.760363309519
0.9008281673246317,0.08747915178537369,0.9050657374149919,I,5.546584201741542
-0.8076498790464992,0.15027252584695816,0.8215109002005083,II,169.45998775051356
-0.10539757243716076,0.05847094301134348,0.12053007696123953,II,150.9799956971664
0.04034330033427063,0.2426074049435556,0.2459388843093087,I,80.5586507820344
-2.3423115534358314,-0.8711732593365014,2.4990730803924004,III,200.40162028497386
-0.5250316760423088,-0.8289258410222828,0.9812116544162605,III,237.65032129073185
0.3085415939994557,0.7855112785473466,0.8439347628536296,I,68.555557291762
0.48817053454580306,0.37817987939342856,0.6175196288190062,I,37.76451608867678
-1.6182300934506804,0.5769149325788021,1.717992862261599,II,160.37834934872438
1.6006620111758987,-0.16822046879678965,1.6094772443697005,IV,354.0005624916595
0.6439229939200667,-0.08068700274452567,0.6489585614743651,IV,352.85775761085495
-0.5542132643263185,0.8789937412366271,1.0391257573019717,II,122.23179091800553
-0.10930213728809851,-0.0322228642180562,0.11395292973048837,III,196.42580343886806
0.5487900761347292,-0.6586906420998275,0.8573470182218195,IV,309.79947234622966
1.5337985767916307,0.3206766634248197,1.5669625383630927,I,11.80892822279913
-0.9026794373931571,-0.8640266316942871,1.2495487933527853,III,223.74665660896784
-0.2092970734238105,0.6024089283309877,0.6377317475840927,II,109.15894227626917
0.8899493721543952,0.8486804757267237,1.2297432394112766,I,43.640257056977624
-0.7030124175886866,0.8134398432448506,1.0751329396228622,II,130.83509641531123
-0.42739057622029425,0.0019014431163668633,0.42739480592052115,II,179.74509511244986
-0.4582875084933751,0.06264394847676158,0.4625491376295328,II,172.21639970220477
-2.1321783518275,0.21136058401316404,2.142628717364775,II,174.33882492547343
1.556098486763024,0.8571165762841702,1.7765391427850024,I,28.84646832930495
-0.5017014047624974,0.13087163399904966,0.5184898110148785,II,165.37987378484843
0.4347514835404296,0.9085111073218286,1.0071749026697099,I,64.42740124938008
0.5290392369470565,0.7474965094588697,0.9157693737414011,I,54.71112101424706
-0.8102755551227675,0.7170900837518275,1.0820187907077732,II,138.49132142109633
-0.6185699500663208,-0.37114639300853014,0.7213726000953272,III,210.96405776844344
1.0518399908865623,0.5485853995196521,1.186302367440266,I,27.544218326902776
0.9616341823575264,0.6186245637945831,1.1434319619498428,I,32.753399822644546
-0.33609005873520154,0.17382782651111484,0.3783816074417591,II,152.65171922328838
-0.26573833051823387,-0.21075919829308987,0.3391700163218501,III,218.4182157626691
-0.9691895931485636,0.4822257827036083,1.082529525219329,II,153.5470979135743
-0.36009436975232756,-0.9476702637039125,1.0137785181369592,III,249.194283069998
0.818462350888051,-0.35693618189543486,0.8929076423501403,IV,336.4377046818306
0.35605867614059683,-0.2774936989881098,0.45142057311679773,IV,322.0689943683276
1.1317905824087977,-0.7116900384426117,1.336956481433742,IV,327.83758862521756
1.9095703871358731,-0.4048158396035433,1.9520079219665503,IV,348.0308892776913
0.2895797302470789,-0.017082394566386938,0.290083140451307,IV,356.6240172453165
-0.22446546460291533,0.3317161574959755,0.4005250977695374,II,124.08539939102488
-0.7991852429960403,0.9181297947652638,1.2172343129645768,II,131.0379113809843
0.31635877536911267,-0.19495740113779902,0.3716063280024297,IV,328.35637668866815
-1.7132890317289404,0.5676085846498609,1.8048653167510613,II,161.67008902895014
1.6757442002919531,-0.001037602312862873,1.6757445215278721,IV,359.9645230902592
0.05379901603545138,0.6921194274909794,0.6942071996434666,I,85.55528901997363
-0.1681411597415133,-0.3570402180776,0.3946506897550304,III,244.7828194472898
-2.261750564263851,0.2958046980202198,2.2810120636065654,II,172.54882150610703
-0.6071277818805474,0.09522389015182853,0.6145500246414778,II,171.08616360672568
0.09663888955761253,0.6275549549609423,0.6349522001465612,I,81.24563489840214
-0.06287717240203201,0.4041857123374939,0.4090472208279164,II,98.84234595522318
0.6565408725343186,-0.42306745471432805,0.7810454458906885,IV,327.20272946634384
-0.8134474809052474,0.14311149762943387,0.8259404972180697,II,170.02194602291772
0.6328076269756541,0.8748677857220173,1.0797403091728603,I,54.121106745442795
0.651242028078124,0.7105621444061399,0.9638541073203766,I,47.49422429276594
-0.4552565931303787,-0.6984114921651781,0.833688897597341,III,236.90184985542035
-0.8394284980030223,-0.7102643302641809,1.0995979365682875,III,220.2355101863276
-1.4029625309703313,-0.33575528487563133,1.4425794517559836,III,193.45882243167569
-0.6884870330107606,0.8835676638409495,1.1201366930912109,II,127.92616978404851
-1.7790187341472699,0.3121634987182915,1.8061986896183375,II,170.04765645893397
-1.178301089788328,-0.7140555353835225,1.3777767474479348,III,211.21604354885955
-1.4910406475684175,-0.4234430459327996,1.5500020083374384,III,195.85410201979704
0.9989297964020382,-0.5100627653300762,1.1216170303254056,IV,332.95072442128645
-1.0708641832343408,0.22410640818998218,1.0940629694519264,II,168.17994464276393
-0.29787299735071504,-0.37295836163684726,0.47731149374966914,III,231.3864676504714
-0.004207565888594012,0.6139021571725607,0.6139165759220305,II,90.39268797138605
2.485961822099317,-0.17525170370936394,2.492131485413318,IV,355.96751719410713
1.3431228352647415,-0.5513673876412213,1.4518901290262645,IV,337.6812854109922
1.5130507909408213,-0.6137554463930428,1.6327946729285248,IV,337.92050785354024
-0.4710888294206212,-0.09367063827812672,0.4803112258529076,III,191.2459336573283
